iso_time,elapsed_s,imu_ready,imu_pitch_deg,imu_roll_deg,imu_pitch_rate_deg_s,imu_roll_rate_deg_s,mocap_valid,mocap_x_error_m,mocap_y_error_m,mocap_z_error_m,mocap_vx_m_s,mocap_vy_m_s,mocap_vz_m_s,mocap_yaw_error_deg,mocap_yaw_rate_deg_s,backend_loop_hz,tracking_loop_hz,frames_processed,valid_pose_frames,pose_success_rate,full_marker_detection_rate,cam1_full_detection_rate,cam2_full_detection_rate,cam1_leds,cam2_leds,spatial_data_valid,mapping_error_px,model_fit_error_m,scale_factor,position_x_m,position_y_m,position_z_m,velocity_x_m_s,velocity_y_m_s,velocity_z_m_s,yaw_deg,pitch_deg,roll_deg,control_active,control_armed,target_x_m,target_y_m,target_z_m,target_yaw_deg,limit_hover_throttle,limit_min_throttle,limit_max_throttle,limit_max_tilt_deg,limit_max_yaw_rate_deg,pid_xyPos_kp,pid_xyPos_ki,pid_xyPos_kd,pid_zPos_kp,pid_zPos_ki,pid_zPos_kd,pid_yawPos_kp,pid_yawPos_ki,pid_yawPos_kd,pid_xyVel_kp,pid_xyVel_ki,pid_xyVel_kd,pid_zVel_kp,pid_zVel_ki,pid_zVel_kd,pid_roll_kp,pid_roll_ki,pid_roll_kd,pid_pitch_kp,pid_pitch_ki,pid_pitch_kd,pid_yawRate_kp,pid_yawRate_ki,pid_yawRate_kd,serial_connected,serial_send_enabled,serial_send_ok,serial_payload_seq,serial_payload_size_bytes,bridge_serial_frames_rx,bridge_espnow_tx_attempts,bridge_espnow_tx_ok,bridge_espnow_tx_fail,bridge_oversize_drops,bridge_tx_rate_hz,bridge_last_tx_seq,bridge_last_tx_latency_us,controller_rx_packets,controller_rx_missing_packets,controller_rx_duplicate_packets,controller_rx_out_of_order_packets,controller_last_rx_seq,controller_loop_hz,controller_control_hz,controller_command_age_ms,controller_apply_latency_us,controller_motor_imbalance,motor_1_output,motor_2_output,motor_3_output,motor_4_output
2026-04-27T17:50:42.440,0.020,1,-0.10,-1.29,0.00,0.00,1,0.0086,0.0965,0.2420,0.0000,0.0000,0.0000,-78.29,0.85,50.91,57.56,1,1,1.00000,1.00000,1.00000,1.00000,3,3,1,24.74406,0.00266,1.08235,-0.0086,-0.0965,0.0580,0.0000,0.0000,0.0000,78.29,0.45,170.95,1,1,0.0000,0.0000,0.3000,0.00,0.7600,0.3500,0.9200,6.00,180.00,0.850000,0.000000,0.000000,1.100000,0.000000,0.000000,1.200000,0.000000,0.000000,1.350000,0.000000,0.000000,0.850000,0.020000,0.000000,0.008000,0.000000,0.000600,0.008000,0.000000,0.000600,0.006000,0.000000,0.000000,1,1,1,1,230,422408,422408,252023,170385,0,60.00,203,3057,947,131,0,112,56634,500.75,0.00,2,617,0.0000,0.5000,0.5000,0.0000,0.5000
2026-04-27T17:50:42.453,0.034,1,-0.10,-1.29,0.00,0.00,1,0.0088,0.0964,0.2421,0.0000,0.0000,0.0000,-78.23,-4.37,53.40,60.14,2,2,1.00000,1.00000,1.00000,1.00000,3,3,1,24.76878,0.00276,1.08357,-0.0088,-0.0964,0.0579,0.0000,0.0000,0.0000,78.23,0.42,170.89,1,1,0.0000,0.0000,0.3000,0.00,0.7600,0.3500,0.9200,6.00,180.00,0.850000,0.000000,0.000000,1.100000,0.000000,0.000000,1.200000,0.000000,0.000000,1.350000,0.000000,0.000000,0.850000,0.020000,0.000000,0.008000,0.000000,0.000600,0.008000,0.000000,0.000600,0.006000,0.000000,0.000000,1,1,1,2,230,422408,422408,252023,170385,0,60.00,203,3057,947,131,0,112,56634,500.75,0.00,2,617,0.0000,0.5000,0.5000,0.0000,0.5000
2026-04-27T17:50:42.468,0.048,1,-0.10,-1.29,0.00,0.00,1,0.0087,0.0964,0.2422,0.0000,0.0000,0.0000,-78.22,-0.64,73.47,59.86,3,3,1.00000,1.00000,1.00000,1.00000,3,3,1,24.78627,0.00274,1.08223,-0.0087,-0.0964,0.0578,0.0000,0.0000,0.0000,78.22,0.58,170.88,1,1,0.0000,0.0000,0.3000,0.00,0.7600,0.3500,0.9200,6.00,180.00,0.850000,0.000000,0.000000,1.100000,0.000000,0.000000,1.200000,0.000000,0.000000,1.350000,0.000000,0.000000,0.850000,0.020000,0.000000,0.008000,0.000000,0.000600,0.008000,0.000000,0.000600,0.006000,0.000000,0.000000,1,1,1,3,230,422408,422408,252023,170385,0,60.00,203,3057,947,131,0,112,56634,500.75,0.00,2,617,0.0000,0.5000,0.5000,0.0000,0.5000
2026-04-27T17:50:42.485,0.065,1,-0.10,-1.29,0.00,0.00,1,0.0089,0.0963,0.2422,0.0000,0.0000,0.0000,-78.18,-2.41,68.12,57.18,4,4,1.00000,1.00000,1.00000,1.00000,3,3,1,24.76512,0.00278,1.08249,-0.0089,-0.0963,0.0578,0.0000,0.0000,0.0000,78.18,0.53,170.76,1,1,0.0000,0.0000,0.3000,0.00,0.7600,0.3500,0.9200,6.00,180.00,0.850000,0.000000,0.000000,1.100000,0.000000,0.000000,1.200000,0.000000,0.000000,1.350000,0.000000,0.000000,0.850000,0.020000,0.000000,0.008000,0.000000,0.000600,0.008000,0.000000,0.000600,0.006000,0.000000,0.000000,1,1,1,4,230,422408,422408,252023,170385,0,60.00,203,3057,947,131,0,112,56634,500.75,0.00,2,617,0.0000,0.5000,0.5000,0.0000,0.5000
2026-04-27T17:50:42.501,0.082,1,-0.10,-1.29,0.00,0.00,1,0.0089,0.0965,0.2423,0.0000,0.0000,0.0000,-78.16,-1.19,59.56,60.81,5,5,1.00000,1.00000,1.00000,1.00000,3,3,1,24.76305,0.00274,1.08143,-0.0089,-0.0965,0.0577,0.0000,0.0000,0.0000,78.16,0.35,170.74,1,1,0.0000,0.0000,0.3000,0.00,0.7600,0.3500,0.9200,6.00,180.00,0.850000,0.000000,0.000000,1.100000,0.000000,0.000000,1.200000,0.000000,0.000000,1.350000,0.000000,0.000000,0.850000,0.020000,0.000000,0.008000,0.000000,0.000600,0.008000,0.000000,0.000600,0.006000,0.000000,0.000000,1,1,1,5,230,422408,422408,252023,170385,0,60.00,203,3057,947,131,0,112,56634,500.75,0.00,2,617,0.0000,0.5000,0.5000,0.0000,0.5000
2026-04-27T17:50:42.519,0.099,1,-0.10,-1.29,0.00,0.00,1,0.0088,0.0967,0.2421,0.0000,0.0000,0.0000,-78.24,4.82,56.33,60.07,6,6,1.00000,1.00000,1.00000,1.00000,3,3,1,24.76220,0.00271,1.08264,-0.0088,-0.0967,0.0579,0.0000,0.0000,0.0000,78.24,0.22,170.84,1,1,0.0000,0.0000,0.3000,0.00,0.7600,0.3500,0.9200,6.00,180.00,0.850000,0.000000,0.000000,1.100000,0.000000,0.000000,1.200000,0.000000,0.000000,1.350000,0.000000,0.000000,0.850000,0.020000,0.000000,0.008000,0.000000,0.000600,0.008000,0.000000,0.000600,0.006000,0.000000,0.000000,1,1,1,6,230,422408,422408,252023,170385,0,60.00,203,3057,947,131,0,112,56634,500.75,0.00,2,617,0.0000,0.5000,0.5000,0.0000,0.5000
2026-04-27T17:50:42.535,0.115,1,-0.10,-1.29,0.00,0.00,1,0.0086,0.0967,0.2419,0.0000,0.0000,0.0000,-78.32,5.14,60.86,62.10,7,7,1.00000,1.00000,1.00000,1.00000,3,3,1,24.76829,0.00271,1.08163,-0.0086,-0.0967,0.0581,0.0000,0.0000,0.0000,78.32,0.24,170.95,1,1,0.0000,0.0000,0.3000,0.00,0.7600,0.3500,0.9200,6.00,180.00,0.850000,0.000000,0.000000,1.100000,0.000000,0.000000,1.200000,0.000000,0.000000,1.350000,0.000000,0.000000,0.850000,0.020000,0.000000,0.008000,0.000000,0.000600,0.008000,0.000000,0.000600,0.006000,0.000000,0.000000,1,1,1,7,230,422408,422408,252023,170385,0,60.00,203,3057,947,131,0,112,56634,500.75,0.00,2,617,0.0000,0.5000,0.5000,0.0000,0.5000
2026-04-27T17:50:42.551,0.132,1,-0.10,-1.29,0.00,0.00,1,0.0087,0.0963,0.2420,0.0000,0.0118,0.0000,-78.22,-6.24,61.95,58.12,8,8,1.00000,1.00000,1.00000,1.00000,3,3,1,24.77041,0.00275,1.08182,-0.0087,-0.0963,0.0580,0.0000,0.0118,0.0000,78.22,0.56,170.83,1,1,0.0000,0.0000,0.3000,0.00,0.7600,0.3500,0.9200,6.00,180.00,0.850000,0.000000,0.000000,1.100000,0.000000,0.000000,1.200000,0.000000,0.000000,1.350000,0.000000,0.000000,0.850000,0.020000,0.000000,0.008000,0.000000,0.000600,0.008000,0.000000,0.000600,0.006000,0.000000,0.000000,1,1,1,8,234,422408,422408,252023,170385,0,60.00,203,3057,947,131,0,112,56634,500.75,0.00,2,617,0.0000,0.5000,0.5000,0.0000,0.5000
2026-04-27T17:50:42.568,0.148,1,-0.10,-1.29,0.00,0.00,1,0.0089,0.0965,0.2421,0.0000,0.0000,0.0000,-78.24,1.18,61.38,59.10,9,9,1.00000,1.00000,1.00000,1.00000,3,3,1,24.78193,0.00276,1.08378,-0.0089,-0.0965,0.0579,0.0000,0.0000,0.0000,78.24,0.36,170.81,1,1,0.0000,0.0000,0.3000,0.00,0.7600,0.3500,0.9200,6.00,180.00,0.850000,0.000000,0.000000,1.100000,0.000000,0.000000,1.200000,0.000000,0.000000,1.350000,0.000000,0.000000,0.850000,0.020000,0.000000,0.008000,0.000000,0.000600,0.008000,0.000000,0.000600,0.006000,0.000000,0.000000,1,1,1,9,230,422408,422408,252023,170385,0,60.00,203,3057,947,131,0,112,56634,500.75,0.00,2,617,0.0000,0.5000,0.5000,0.0000,0.5000
2026-04-27T17:50:42.585,0.165,1,-0.10,-1.29,0.00,0.00,1,0.0089,0.0966,0.2422,0.0000,0.0000,0.0000,-78.19,-2.94,60.23,60.93,10,10,1.00000,1.00000,1.00000,1.00000,3,3,1,24.73659,0.00276,1.08316,-0.0089,-0.0966,0.0578,0.0000,0.0000,0.0000,78.19,0.25,170.77,1,1,0.0000,0.0000,0.3000,0.00,0.7600,0.3500,0.9200,6.00,180.00,0.850000,0.000000,0.000000,1.100000,0.000000,0.000000,1.200000,0.000000,0.000000,1.350000,0.000000,0.000000,0.850000,0.020000,0.000000,0.008000,0.000000,0.000600,0.008000,0.000000,0.000600,0.006000,0.000000,0.000000,1,1,1,10,230,422408,422408,252023,170385,0,60.00,203,3057,947,131,0,112,56634,500.75,0.00,2,617,0.0000,0.5000,0.5000,0.0000,0.5000
