iso_time,elapsed_s,imu_ready,imu_pitch_deg,imu_roll_deg,imu_pitch_rate_deg_s,imu_roll_rate_deg_s,mocap_valid,mocap_x_error_m,mocap_y_error_m,mocap_z_error_m,mocap_vx_m_s,mocap_vy_m_s,mocap_vz_m_s,mocap_yaw_error_deg,mocap_yaw_rate_deg_s,backend_loop_hz,tracking_loop_hz,frames_processed,valid_pose_frames,pose_success_rate,full_marker_detection_rate,cam1_full_detection_rate,cam2_full_detection_rate,cam1_leds,cam2_leds,spatial_data_valid,mapping_error_px,model_fit_error_m,scale_factor,position_x_m,position_y_m,position_z_m,velocity_x_m_s,velocity_y_m_s,velocity_z_m_s,yaw_deg,pitch_deg,roll_deg,control_active,control_armed,target_x_m,target_y_m,target_z_m,target_yaw_deg,limit_hover_throttle,limit_min_throttle,limit_max_throttle,limit_max_tilt_deg,limit_max_yaw_rate_deg,pid_xyPos_kp,pid_xyPos_ki,pid_xyPos_kd,pid_zPos_kp,pid_zPos_ki,pid_zPos_kd,pid_yawPos_kp,pid_yawPos_ki,pid_yawPos_kd,pid_xyVel_kp,pid_xyVel_ki,pid_xyVel_kd,pid_zVel_kp,pid_zVel_ki,pid_zVel_kd,pid_roll_kp,pid_roll_ki,pid_roll_kd,pid_pitch_kp,pid_pitch_ki,pid_pitch_kd,pid_yawRate_kp,pid_yawRate_ki,pid_yawRate_kd,serial_connected,serial_send_enabled,serial_send_ok,serial_payload_seq,serial_payload_size_bytes,bridge_serial_frames_rx,bridge_espnow_tx_attempts,bridge_espnow_tx_ok,bridge_espnow_tx_fail,bridge_oversize_drops,bridge_tx_rate_hz,bridge_last_tx_seq,bridge_last_tx_latency_us,controller_rx_packets,controller_rx_missing_packets,controller_rx_duplicate_packets,controller_rx_out_of_order_packets,controller_last_rx_seq,controller_loop_hz,controller_control_hz,controller_command_age_ms,controller_apply_latency_us,controller_motor_imbalance,motor_1_output,motor_2_output,motor_3_output,motor_4_output
2026-04-27T18:54:17.213,0.020,1,0.00,0.10,0.00,0.00,1,-0.0275,0.2306,0.1250,0.0000,0.0000,0.0000,-11.13,-0.51,59.49,83.22,1,1,1.00000,1.00000,1.00000,1.00000,3,3,1,27.29768,0.00228,1.05874,0.0275,-0.2306,0.0250,0.0000,0.0000,0.0000,11.13,-9.58,-2.51,1,1,0.0000,0.0000,0.1500,0.00,0.8500,0.3500,0.9200,6.00,180.00,2.000000,0.050000,0.000000,1.100000,0.000000,0.000000,1.200000,0.000000,0.000000,1.350000,0.000000,0.000000,0.850000,0.020000,0.000000,0.008000,0.000000,0.000600,0.008000,0.000000,0.000600,0.006000,0.000000,0.000000,1,1,1,1,233,539384,539384,328940,210444,0,60.00,29651,3130,0,0,0,0,0,0.00,0.00,0,0,0.0000,0.0000,0.0000,0.0000,0.0000
2026-04-27T18:54:17.230,0.036,1,0.00,0.10,0.00,0.00,1,-0.0274,0.2306,0.1250,0.0000,0.0000,0.0000,-11.17,2.29,48.88,44.94,2,2,1.00000,1.00000,1.00000,1.00000,3,3,1,27.30899,0.00211,1.05991,0.0274,-0.2306,0.0250,0.0000,0.0000,0.0000,11.17,-9.44,-2.48,1,1,0.0000,0.0000,0.1500,0.00,0.8500,0.3500,0.9200,6.00,180.00,2.000000,0.050000,0.000000,1.100000,0.000000,0.000000,1.200000,0.000000,0.000000,1.350000,0.000000,0.000000,0.850000,0.020000,0.000000,0.008000,0.000000,0.000600,0.008000,0.000000,0.000600,0.006000,0.000000,0.000000,1,1,1,2,233,539384,539384,328940,210444,0,60.00,29651,3130,0,0,0,0,0,0.00,0.00,0,0,0.0000,0.0000,0.0000,0.0000,0.0000
2026-04-27T18:54:17.244,0.050,1,0.00,0.10,0.00,0.00,1,-0.0273,0.2306,0.1250,0.0000,0.0000,0.0000,-11.18,0.75,64.54,62.64,3,3,1.00000,1.00000,1.00000,1.00000,3,3,1,27.30797,0.00206,1.06114,0.0273,-0.2306,0.0250,0.0000,0.0000,0.0000,11.18,-9.19,-2.47,1,1,0.0000,0.0000,0.1500,0.00,0.8500,0.3500,0.9200,6.00,180.00,2.000000,0.050000,0.000000,1.100000,0.000000,0.000000,1.200000,0.000000,0.000000,1.350000,0.000000,0.000000,0.850000,0.020000,0.000000,0.008000,0.000000,0.000600,0.008000,0.000000,0.000600,0.006000,0.000000,0.000000,1,1,1,3,233,539384,539384,328940,210444,0,60.00,29651,3130,0,0,0,0,0,0.00,0.00,0,0,0.0000,0.0000,0.0000,0.0000,0.0000
2026-04-27T18:54:17.263,0.069,1,0.00,0.10,0.00,0.00,1,-0.0271,0.2307,0.1248,0.0000,0.0000,0.0000,-11.23,2.60,70.60,59.37,4,4,1.00000,1.00000,1.00000,1.00000,3,3,1,27.31216,0.00213,1.06192,0.0271,-0.2307,0.0252,0.0000,0.0000,0.0000,11.23,-8.94,-2.50,1,1,0.0000,0.0000,0.1500,0.00,0.8500,0.3500,0.9200,6.00,180.00,2.000000,0.050000,0.000000,1.100000,0.000000,0.000000,1.200000,0.000000,0.000000,1.350000,0.000000,0.000000,0.850000,0.020000,0.000000,0.008000,0.000000,0.000600,0.008000,0.000000,0.000600,0.006000,0.000000,0.000000,1,1,1,4,232,539384,539384,328940,210444,0,60.00,29651,3130,0,0,0,0,0,0.00,0.00,0,0,0.0000,0.0000,0.0000,0.0000,0.0000
2026-04-27T18:54:17.277,0.084,1,0.00,0.10,0.00,0.00,1,-0.0272,0.2306,0.1250,0.0000,0.0000,0.0000,-11.23,0.00,51.65,58.82,5,5,1.00000,1.00000,1.00000,1.00000,3,3,1,27.26933,0.00205,1.06055,0.0272,-0.2306,0.0250,0.0000,0.0000,0.0000,11.23,-8.94,-2.49,1,1,0.0000,0.0000,0.1500,0.00,0.8500,0.3500,0.9200,6.00,180.00,2.000000,0.050000,0.000000,1.100000,0.000000,0.000000,1.200000,0.000000,0.000000,1.350000,0.000000,0.000000,0.850000,0.020000,0.000000,0.008000,0.000000,0.000600,0.008000,0.000000,0.000600,0.006000,0.000000,0.000000,1,1,1,5,233,539384,539384,328940,210444,0,60.00,29651,3130,0,0,0,0,0,0.00,0.00,0,0,0.0000,0.0000,0.0000,0.0000,0.0000
2026-04-27T18:54:17.282,0.089,1,0.00,0.10,0.00,0.00,1,-0.0273,0.2307,0.1250,0.0106,0.0000,0.0000,-11.15,-15.19,68.45,82.81,6,6,1.00000,1.00000,1.00000,1.00000,3,3,1,27.25570,0.00219,1.05988,0.0273,-0.2307,0.0250,0.0106,0.0000,0.0000,11.15,-9.18,-2.59,1,1,0.0000,0.0000,0.1500,0.00,0.8500,0.3500,0.9200,6.00,180.00,2.000000,0.050000,0.000000,1.100000,0.000000,0.000000,1.200000,0.000000,0.000000,1.350000,0.000000,0.000000,0.850000,0.020000,0.000000,0.008000,0.000000,0.000600,0.008000,0.000000,0.000600,0.006000,0.000000,0.000000,1,1,1,6,237,539384,539384,328940,210444,0,60.00,29651,3130,0,0,0,0,0,0.00,0.00,0,0,0.0000,0.0000,0.0000,0.0000,0.0000
2026-04-27T18:54:17.312,0.118,1,0.10,0.10,0.95,0.00,1,-0.0275,0.2308,0.1251,0.0000,0.0000,0.0000,-11.16,0.35,306.47,58.96,7,7,1.00000,1.00000,1.00000,1.00000,3,3,1,27.28553,0.00218,1.06182,0.0275,-0.2308,0.0249,0.0000,0.0000,0.0000,11.16,-9.18,-2.73,1,1,0.0000,0.0000,0.1500,0.00,0.8500,0.3500,0.9200,6.00,180.00,2.000000,0.050000,0.000000,1.100000,0.000000,0.000000,1.200000,0.000000,0.000000,1.350000,0.000000,0.000000,0.850000,0.020000,0.000000,0.008000,0.000000,0.000600,0.008000,0.000000,0.000600,0.006000,0.000000,0.000000,1,1,1,7,233,539384,539384,328940,210444,0,60.00,29651,3130,0,0,0,0,0,0.00,0.00,0,0,0.0000,0.0000,0.0000,0.0000,0.0000
2026-04-27T18:54:17.325,0.131,1,0.10,0.10,0.95,0.00,1,-0.0274,0.2307,0.1252,0.0000,0.0000,0.0000,-11.12,-2.84,31.82,47.65,8,8,1.00000,1.00000,1.00000,1.00000,3,3,1,27.29999,0.00226,1.06166,0.0274,-0.2307,0.0248,0.0000,0.0000,0.0000,11.12,-9.28,-2.77,1,1,0.0000,0.0000,0.1500,0.00,0.8500,0.3500,0.9200,6.00,180.00,2.000000,0.050000,0.000000,1.100000,0.000000,0.000000,1.200000,0.000000,0.000000,1.350000,0.000000,0.000000,0.850000,0.020000,0.000000,0.008000,0.000000,0.000600,0.008000,0.000000,0.000600,0.006000,0.000000,0.000000,1,1,1,8,233,539384,539384,328940,210444,0,60.00,29651,3130,0,0,0,0,0,0.00,0.00,0,0,0.0000,0.0000,0.0000,0.0000,0.0000
2026-04-27T18:54:17.344,0.150,1,0.10,0.10,0.95,0.00,1,-0.0275,0.2307,0.1251,0.0000,0.0000,0.0000,-11.12,0.00,90.36,59.13,9,9,1.00000,1.00000,1.00000,1.00000,3,3,1,27.26445,0.00219,1.06002,0.0275,-0.2307,0.0249,0.0000,0.0000,0.0000,11.12,-9.42,-2.66,1,1,0.0000,0.0000,0.1500,0.00,0.8500,0.3500,0.9200,6.00,180.00,2.000000,0.050000,0.000000,1.100000,0.000000,0.000000,1.200000,0.000000,0.000000,1.350000,0.000000,0.000000,0.850000,0.020000,0.000000,0.008000,0.000000,0.000600,0.008000,0.000000,0.000600,0.006000,0.000000,0.000000,1,1,1,9,233,539384,539384,328940,210444,0,60.00,29651,3130,0,0,0,0,0,0.00,0.00,0,0,0.0000,0.0000,0.0000,0.0000,0.0000
2026-04-27T18:54:17.360,0.166,1,0.10,0.10,0.95,0.00,1,-0.0274,0.2306,0.1250,0.0000,0.0000,0.0000,-11.14,1.34,50.06,60.51,10,10,1.00000,1.00000,1.00000,1.00000,3,3,1,27.28313,0.00225,1.05862,0.0274,-0.2306,0.0250,0.0000,0.0000,0.0000,11.14,-9.47,-2.55,1,1,0.0000,0.0000,0.1500,0.00,0.8500,0.3500,0.9200,6.00,180.00,2.000000,0.050000,0.000000,1.100000,0.000000,0.000000,1.200000,0.000000,0.000000,1.350000,0.000000,0.000000,0.850000,0.020000,0.000000,0.008000,0.000000,0.000600,0.008000,0.000000,0.000600,0.006000,0.000000,0.000000,1,1,1,10,233,539384,539384,328940,210444,0,60.00,29651,3130,0,0,0,0,0,0.00,0.00,0,0,0.0000,0.0000,0.0000,0.0000,0.0000
