iso_time,elapsed_s,imu_ready,imu_pitch_deg,imu_roll_deg,imu_pitch_rate_deg_s,imu_roll_rate_deg_s,mocap_valid,mocap_x_error_m,mocap_y_error_m,mocap_z_error_m,mocap_vx_m_s,mocap_vy_m_s,mocap_vz_m_s,mocap_yaw_error_deg,mocap_yaw_rate_deg_s,backend_loop_hz,tracking_loop_hz,frames_processed,valid_pose_frames,pose_success_rate,full_marker_detection_rate,cam1_full_detection_rate,cam2_full_detection_rate,cam1_leds,cam2_leds,spatial_data_valid,mapping_error_px,model_fit_error_m,scale_factor,position_x_m,position_y_m,position_z_m,velocity_x_m_s,velocity_y_m_s,velocity_z_m_s,yaw_deg,pitch_deg,roll_deg,control_active,control_armed,target_x_m,target_y_m,target_z_m,target_yaw_deg,limit_hover_throttle,limit_min_throttle,limit_max_throttle,limit_max_tilt_deg,limit_max_yaw_rate_deg,pid_xyPos_kp,pid_xyPos_ki,pid_xyPos_kd,pid_zPos_kp,pid_zPos_ki,pid_zPos_kd,pid_yawPos_kp,pid_yawPos_ki,pid_yawPos_kd,pid_xyVel_kp,pid_xyVel_ki,pid_xyVel_kd,pid_zVel_kp,pid_zVel_ki,pid_zVel_kd,pid_roll_kp,pid_roll_ki,pid_roll_kd,pid_pitch_kp,pid_pitch_ki,pid_pitch_kd,pid_yawRate_kp,pid_yawRate_ki,pid_yawRate_kd,serial_connected,serial_send_enabled,serial_send_ok,serial_payload_seq,serial_payload_size_bytes,bridge_serial_frames_rx,bridge_espnow_tx_attempts,bridge_espnow_tx_ok,bridge_espnow_tx_fail,bridge_oversize_drops,bridge_tx_rate_hz,bridge_last_tx_seq,bridge_last_tx_latency_us,controller_rx_packets,controller_rx_missing_packets,controller_rx_duplicate_packets,controller_rx_out_of_order_packets,controller_last_rx_seq,controller_loop_hz,controller_control_hz,controller_command_age_ms,controller_apply_latency_us,controller_motor_imbalance,motor_1_output,motor_2_output,motor_3_output,motor_4_output
2026-04-27T19:17:32.218,0.017,1,-0.10,-0.19,0.00,0.00,1,-0.0746,0.3365,0.2127,0.0000,0.0000,0.0000,-26.36,0.56,57.06,59.30,1,1,1.00000,1.00000,1.00000,1.00000,3,3,1,32.44925,0.00215,1.05810,0.0746,-0.3365,0.0873,0.0000,0.0000,0.0000,26.36,-7.88,173.54,1,1,0.0000,0.0000,0.3000,0.00,0.7600,0.3500,0.9200,6.00,180.00,0.850000,0.000000,0.000000,1.100000,0.000000,0.000000,1.200000,0.000000,0.000000,1.350000,0.000000,0.000000,0.850000,0.020000,0.000000,0.008000,0.000000,0.000600,0.008000,0.000000,0.000600,0.006000,0.000000,0.000000,1,1,1,1,230,1545,1545,1545,0,0,60.00,508,3083,1493,1,0,427,51759,500.00,0.00,18,1319,0.0000,0.5000,0.5000,0.0000,0.5000
2026-04-27T19:17:32.232,0.031,1,-0.10,-0.19,0.00,0.00,1,-0.0743,0.3365,0.2129,0.0000,0.0000,0.0000,-26.32,-2.64,59.45,59.64,2,2,1.00000,1.00000,1.00000,1.00000,3,3,1,32.43151,0.00226,1.05815,0.0743,-0.3365,0.0871,0.0000,0.0000,0.0000,26.32,-8.16,173.56,1,1,0.0000,0.0000,0.3000,0.00,0.7600,0.3500,0.9200,6.00,180.00,0.850000,0.000000,0.000000,1.100000,0.000000,0.000000,1.200000,0.000000,0.000000,1.350000,0.000000,0.000000,0.850000,0.020000,0.000000,0.008000,0.000000,0.000600,0.008000,0.000000,0.000600,0.006000,0.000000,0.000000,1,1,1,2,230,1545,1545,1545,0,0,60.00,508,3083,1493,1,0,427,51759,500.00,0.00,18,1319,0.0000,0.5000,0.5000,0.0000,0.5000
2026-04-27T19:17:32.252,0.052,1,-0.10,-0.19,0.00,0.00,1,-0.0744,0.3364,0.2130,0.0000,0.0000,0.0000,-26.30,-1.02,75.96,58.24,3,3,1.00000,1.00000,1.00000,1.00000,3,3,1,32.41064,0.00230,1.05957,0.0744,-0.3364,0.0870,0.0000,0.0000,0.0000,26.30,-8.15,173.43,1,1,0.0000,0.0000,0.3000,0.00,0.7600,0.3500,0.9200,6.00,180.00,0.850000,0.000000,0.000000,1.100000,0.000000,0.000000,1.200000,0.000000,0.000000,1.350000,0.000000,0.000000,0.850000,0.020000,0.000000,0.008000,0.000000,0.000600,0.008000,0.000000,0.000600,0.006000,0.000000,0.000000,1,1,1,3,229,1545,1545,1545,0,0,60.00,508,3083,1493,1,0,427,51759,500.00,0.00,18,1319,0.0000,0.5000,0.5000,0.0000,0.5000
2026-04-27T19:17:32.267,0.067,1,-0.10,-0.19,0.00,0.00,1,-0.0747,0.3366,0.2128,0.0000,0.0000,0.0000,-26.35,3.11,46.31,63.49,4,4,1.00000,1.00000,1.00000,1.00000,3,3,1,32.42595,0.00209,1.05472,0.0747,-0.3366,0.0872,0.0000,0.0000,0.0000,26.35,-7.98,173.66,1,1,0.0000,0.0000,0.3000,0.00,0.7600,0.3500,0.9200,6.00,180.00,0.850000,0.000000,0.000000,1.100000,0.000000,0.000000,1.200000,0.000000,0.000000,1.350000,0.000000,0.000000,0.850000,0.020000,0.000000,0.008000,0.000000,0.000600,0.008000,0.000000,0.000600,0.006000,0.000000,0.000000,1,1,1,4,230,1545,1545,1545,0,0,60.00,508,3083,1493,1,0,427,51759,500.00,0.00,18,1319,0.0000,0.5000,0.5000,0.0000,0.5000
2026-04-27T19:17:32.285,0.084,1,-0.10,-0.19,0.00,0.00,1,-0.0746,0.3365,0.2128,0.0000,0.0000,0.0000,-26.30,-3.05,62.25,57.73,5,5,1.00000,1.00000,1.00000,1.00000,3,3,1,32.45476,0.00214,1.05811,0.0746,-0.3365,0.0872,0.0000,0.0000,0.0000,26.30,-7.97,173.64,1,1,0.0000,0.0000,0.3000,0.00,0.7600,0.3500,0.9200,6.00,180.00,0.850000,0.000000,0.000000,1.100000,0.000000,0.000000,1.200000,0.000000,0.000000,1.350000,0.000000,0.000000,0.850000,0.020000,0.000000,0.008000,0.000000,0.000600,0.008000,0.000000,0.000600,0.006000,0.000000,0.000000,1,1,1,5,229,1545,1545,1545,0,0,60.00,508,3083,1493,1,0,427,51759,500.00,0.00,18,1319,0.0000,0.5000,0.5000,0.0000,0.5000
2026-04-27T19:17:32.302,0.102,1,-0.10,-0.19,0.00,0.00,1,-0.0745,0.3365,0.2128,0.0000,0.0000,0.0000,-26.31,0.56,57.54,62.51,6,6,1.00000,1.00000,1.00000,1.00000,3,3,1,32.47516,0.00218,1.05720,0.0745,-0.3365,0.0872,0.0000,0.0000,0.0000,26.31,-8.01,173.57,1,1,0.0000,0.0000,0.3000,0.00,0.7600,0.3500,0.9200,6.00,180.00,0.850000,0.000000,0.000000,1.100000,0.000000,0.000000,1.200000,0.000000,0.000000,1.350000,0.000000,0.000000,0.850000,0.020000,0.000000,0.008000,0.000000,0.000600,0.008000,0.000000,0.000600,0.006000,0.000000,0.000000,1,1,1,6,227,1545,1545,1545,0,0,60.00,508,3083,1493,1,0,427,51759,500.00,0.00,18,1319,0.0000,0.5000,0.5000,0.0000,0.5000
2026-04-27T19:17:32.316,0.115,1,-0.10,-0.19,0.00,0.00,1,-0.0747,0.3368,0.2127,0.0000,0.0000,0.0000,-26.34,2.08,59.80,60.30,7,7,1.00000,1.00000,1.00000,1.00000,3,3,1,32.44037,0.00200,1.05548,0.0747,-0.3368,0.0873,0.0000,0.0000,0.0000,26.34,-7.87,173.81,1,1,0.0000,0.0000,0.3000,0.00,0.7600,0.3500,0.9200,6.00,180.00,0.850000,0.000000,0.000000,1.100000,0.000000,0.000000,1.200000,0.000000,0.000000,1.350000,0.000000,0.000000,0.850000,0.020000,0.000000,0.008000,0.000000,0.000600,0.008000,0.000000,0.000600,0.006000,0.000000,0.000000,1,1,1,7,230,1545,1545,1545,0,0,60.00,508,3083,1493,1,0,427,51759,500.00,0.00,18,1319,0.0000,0.5000,0.5000,0.0000,0.5000
2026-04-27T19:17:32.334,0.133,1,-0.10,-0.19,0.00,0.00,1,-0.0747,0.3365,0.2124,0.0000,0.0000,0.0000,-26.35,0.55,69.21,57.87,8,8,1.00000,1.00000,1.00000,1.00000,3,3,1,32.45278,0.00206,1.05919,0.0747,-0.3365,0.0876,0.0000,0.0000,0.0000,26.35,-7.64,173.64,1,1,0.0000,0.0000,0.3000,0.00,0.7600,0.3500,0.9200,6.00,180.00,0.850000,0.000000,0.000000,1.100000,0.000000,0.000000,1.200000,0.000000,0.000000,1.350000,0.000000,0.000000,0.850000,0.020000,0.000000,0.008000,0.000000,0.000600,0.008000,0.000000,0.000600,0.006000,0.000000,0.000000,1,1,1,8,230,1545,1545,1545,0,0,60.00,508,3083,1493,1,0,427,51759,500.00,0.00,18,1319,0.0000,0.5000,0.5000,0.0000,0.5000
2026-04-27T19:17:32.352,0.151,1,-0.10,-0.19,0.00,0.00,1,-0.0747,0.3366,0.2126,0.0000,0.0000,0.0000,-26.38,1.77,62.44,58.55,9,9,1.00000,1.00000,1.00000,1.00000,3,3,1,32.41876,0.00204,1.05794,0.0747,-0.3366,0.0874,0.0000,0.0000,0.0000,26.38,-7.71,173.71,1,1,0.0000,0.0000,0.3000,0.00,0.7600,0.3500,0.9200,6.00,180.00,0.850000,0.000000,0.000000,1.100000,0.000000,0.000000,1.200000,0.000000,0.000000,1.350000,0.000000,0.000000,0.850000,0.020000,0.000000,0.008000,0.000000,0.000600,0.008000,0.000000,0.000600,0.006000,0.000000,0.000000,1,1,1,9,230,1545,1545,1545,0,0,60.00,508,3083,1493,1,0,427,51759,500.00,0.00,18,1319,0.0000,0.5000,0.5000,0.0000,0.5000
2026-04-27T19:17:32.368,0.168,1,-0.10,-0.19,0.00,0.00,1,-0.0746,0.3366,0.2126,0.0000,0.0000,0.0000,-26.39,0.61,52.81,64.23,10,10,1.00000,1.00000,1.00000,1.00000,3,3,1,32.42406,0.00209,1.05785,0.0746,-0.3366,0.0874,0.0000,0.0000,0.0000,26.39,-7.73,173.56,1,1,0.0000,0.0000,0.3000,0.00,0.7600,0.3500,0.9200,6.00,180.00,0.850000,0.000000,0.000000,1.100000,0.000000,0.000000,1.200000,0.000000,0.000000,1.350000,0.000000,0.000000,0.850000,0.020000,0.000000,0.008000,0.000000,0.000600,0.008000,0.000000,0.000600,0.006000,0.000000,0.000000,1,1,1,10,230,1545,1545,1545,0,0,60.00,508,3083,1493,1,0,427,51759,500.00,0.00,18,1319,0.0000,0.5000,0.5000,0.0000,0.5000
