iso_time,elapsed_s,imu_ready,imu_pitch_deg,imu_roll_deg,imu_pitch_rate_deg_s,imu_roll_rate_deg_s,mocap_valid,mocap_x_error_m,mocap_y_error_m,mocap_z_error_m,mocap_vx_m_s,mocap_vy_m_s,mocap_vz_m_s,mocap_yaw_error_deg,mocap_yaw_rate_deg_s,battery_ready,battery_voltage_v,battery_cell_voltage_v,battery_current_a,battery_capacity_mah,battery_remaining_percent,battery_hover_comp_enabled,battery_hover_filtered_voltage_v,battery_hover_adjusted_throttle,battery_hover_correction,backend_loop_hz,tracking_loop_hz,frames_processed,valid_pose_frames,pose_success_rate,full_marker_detection_rate,cam1_full_detection_rate,cam2_full_detection_rate,cam3_full_detection_rate,cam1_leds,cam2_leds,cam3_leds,spatial_data_valid,mapping_error_px,model_fit_error_m,scale_factor,position_x_m,position_y_m,position_z_m,velocity_x_m_s,velocity_y_m_s,velocity_z_m_s,yaw_deg,pitch_deg,roll_deg,control_active,control_armed,target_x_m,target_y_m,target_z_m,target_yaw_deg,limit_hover_throttle,limit_min_throttle,limit_max_throttle,limit_max_tilt_deg,limit_max_yaw_rate_deg,pid_xyPos_kp,pid_xyPos_ki,pid_xyPos_kd,pid_zPos_kp,pid_zPos_ki,pid_zPos_kd,pid_yawPos_kp,pid_yawPos_ki,pid_yawPos_kd,pid_xyVel_kp,pid_xyVel_ki,pid_xyVel_kd,pid_zVel_kp,pid_zVel_ki,pid_zVel_kd,pid_roll_kp,pid_roll_ki,pid_roll_kd,pid_pitch_kp,pid_pitch_ki,pid_pitch_kd,pid_yawRate_kp,pid_yawRate_ki,pid_yawRate_kd,serial_connected,serial_send_enabled,serial_send_ok,serial_payload_seq,serial_payload_size_bytes,bridge_serial_frames_rx,bridge_espnow_tx_attempts,bridge_espnow_tx_ok,bridge_espnow_tx_fail,bridge_oversize_drops,bridge_tx_rate_hz,bridge_last_tx_seq,bridge_last_tx_latency_us,controller_rx_packets,controller_rx_missing_packets,controller_rx_duplicate_packets,controller_rx_out_of_order_packets,controller_last_rx_seq,controller_loop_hz,controller_control_hz,controller_command_age_ms,controller_apply_latency_us,controller_motor_imbalance,motor_1_output,motor_2_output,motor_3_output,motor_4_output
2026-04-28T17:43:56.820,0.015,1,-0.19,0.70,0.00,0.00,1,0.1239,0.3619,0.2866,0.0000,0.0000,0.0000,-1.48,-2.83,1,3.900,3.900,0.900,37,60,0,0.000,0.7600,0.0000,54.45,59.21,1,1,1.00000,1.00000,1.00000,1.00000,0.00000,3,3,0,1,35.00381,0.00312,1.06309,-0.1239,-0.3619,0.0634,0.0000,0.0000,0.0000,-88.52,-0.89,-166.36,1,1,0.0000,0.0000,0.3500,-90.00,0.7600,0.4200,1.0000,8.00,180.00,10.000000,0.250000,0.000000,1.200000,0.000000,0.000000,1.200000,0.000000,0.000000,0.900000,0.000000,0.000000,0.850000,0.040000,0.000000,0.008000,0.000000,0.000600,0.008000,0.000000,0.000600,0.006000,0.000000,0.000000,1,1,1,1,233,1066,1066,1066,0,0,60.00,354,5786,1131,0,0,298,59597,500.75,0.00,2,895,0.0000,0.5000,0.5000,0.0000,0.5000
2026-04-28T17:43:56.838,0.033,1,-0.19,0.70,0.00,0.00,1,0.1239,0.3619,0.2864,0.0000,0.0000,0.0000,-1.50,1.12,1,3.900,3.900,0.900,37,60,0,0.000,0.7600,0.0000,66.65,66.23,2,2,1.00000,1.00000,1.00000,1.00000,0.00000,3,3,0,1,34.96120,0.00312,1.06396,-0.1239,-0.3619,0.0636,0.0000,0.0000,0.0000,-88.50,-0.82,-166.41,1,1,0.0000,0.0000,0.3500,-90.00,0.7600,0.4200,1.0000,8.00,180.00,10.000000,0.250000,0.000000,1.200000,0.000000,0.000000,1.200000,0.000000,0.000000,0.900000,0.000000,0.000000,0.850000,0.040000,0.000000,0.008000,0.000000,0.000600,0.008000,0.000000,0.000600,0.006000,0.000000,0.000000,1,1,1,2,232,1066,1066,1066,0,0,60.00,354,5786,1131,0,0,298,59597,500.75,0.00,2,895,0.0000,0.5000,0.5000,0.0000,0.5000
2026-04-28T17:43:56.854,0.049,1,-0.19,0.70,0.00,0.00,1,0.1239,0.3621,0.2864,0.0000,0.0000,0.0000,-1.53,1.88,1,3.900,3.900,0.900,37,60,0,0.000,0.7600,0.0000,62.67,54.74,3,3,1.00000,1.00000,1.00000,1.00000,0.00000,3,3,0,1,34.99946,0.00307,1.06260,-0.1239,-0.3621,0.0636,0.0000,0.0000,0.0000,-88.47,-0.71,-166.46,1,1,0.0000,0.0000,0.3500,-90.00,0.7600,0.4200,1.0000,8.00,180.00,10.000000,0.250000,0.000000,1.200000,0.000000,0.000000,1.200000,0.000000,0.000000,0.900000,0.000000,0.000000,0.850000,0.040000,0.000000,0.008000,0.000000,0.000600,0.008000,0.000000,0.000600,0.006000,0.000000,0.000000,1,1,1,3,233,1066,1066,1066,0,0,60.00,354,5786,1131,0,0,298,59597,500.75,0.00,2,895,0.0000,0.5000,0.5000,0.0000,0.5000
2026-04-28T17:43:56.869,0.064,1,-0.19,0.70,0.00,0.00,1,0.1239,0.3618,0.2868,0.0000,0.0000,0.0000,-1.43,-6.55,1,3.900,3.900,0.900,37,60,0,0.000,0.7600,0.0000,57.71,60.17,4,4,1.00000,1.00000,1.00000,1.00000,0.00000,3,3,0,1,34.96585,0.00311,1.06134,-0.1239,-0.3618,0.0632,0.0000,0.0000,0.0000,-88.57,-0.90,-166.26,1,1,0.0000,0.0000,0.3500,-90.00,0.7600,0.4200,1.0000,8.00,180.00,10.000000,0.250000,0.000000,1.200000,0.000000,0.000000,1.200000,0.000000,0.000000,0.900000,0.000000,0.000000,0.850000,0.040000,0.000000,0.008000,0.000000,0.000600,0.008000,0.000000,0.000600,0.006000,0.000000,0.000000,1,1,1,4,232,1066,1066,1066,0,0,60.00,354,5786,1131,0,0,298,59597,500.75,0.00,2,895,0.0000,0.5000,0.5000,0.0000,0.5000
2026-04-28T17:43:56.889,0.085,1,-0.19,0.70,0.00,0.00,1,0.1239,0.3619,0.2865,0.0000,0.0000,0.0000,-1.46,1.57,1,3.900,3.900,0.900,37,60,0,0.000,0.7600,0.0000,71.88,59.35,5,5,1.00000,1.00000,1.00000,1.00000,0.00000,3,3,0,1,34.95548,0.00294,1.06260,-0.1239,-0.3619,0.0635,0.0000,0.0000,0.0000,-88.54,-0.79,-166.33,1,1,0.0000,0.0000,0.3500,-90.00,0.7600,0.4200,1.0000,8.00,180.00,10.000000,0.250000,0.000000,1.200000,0.000000,0.000000,1.200000,0.000000,0.000000,0.900000,0.000000,0.000000,0.850000,0.040000,0.000000,0.008000,0.000000,0.000600,0.008000,0.000000,0.000600,0.006000,0.000000,0.000000,1,1,1,5,233,1066,1066,1066,0,0,60.00,354,5786,1131,0,0,298,59597,500.75,0.00,2,895,0.0000,0.5000,0.5000,0.0000,0.5000
2026-04-28T17:43:56.905,0.100,1,-0.19,0.70,0.00,0.00,1,0.1239,0.3619,0.2865,0.0000,0.0000,0.0000,-1.50,2.48,1,3.900,3.900,0.900,37,60,0,0.000,0.7600,0.0000,44.69,56.93,6,6,1.00000,1.00000,1.00000,1.00000,0.00000,3,3,0,1,34.98405,0.00307,1.06287,-0.1239,-0.3619,0.0635,0.0000,0.0000,0.0000,-88.50,-0.81,-166.36,1,1,0.0000,0.0000,0.3500,-90.00,0.7600,0.4200,1.0000,8.00,180.00,10.000000,0.250000,0.000000,1.200000,0.000000,0.000000,1.200000,0.000000,0.000000,0.900000,0.000000,0.000000,0.850000,0.040000,0.000000,0.008000,0.000000,0.000600,0.008000,0.000000,0.000600,0.006000,0.000000,0.000000,1,1,1,6,232,1066,1066,1066,0,0,60.00,354,5786,1131,0,0,298,59597,500.75,0.00,2,895,0.0000,0.5000,0.5000,0.0000,0.5000
2026-04-28T17:43:56.921,0.117,1,-0.19,0.70,0.00,0.00,1,0.1239,0.3619,0.2865,0.0000,0.0000,0.0000,-1.54,2.34,1,3.900,3.900,0.900,37,60,0,0.000,0.7600,0.0000,67.21,63.23,7,7,1.00000,1.00000,1.00000,1.00000,0.00000,3,3,0,1,34.96561,0.00315,1.06146,-0.1239,-0.3619,0.0635,0.0000,0.0000,0.0000,-88.46,-0.77,-166.40,1,1,0.0000,0.0000,0.3500,-90.00,0.7600,0.4200,1.0000,8.00,180.00,10.000000,0.250000,0.000000,1.200000,0.000000,0.000000,1.200000,0.000000,0.000000,0.900000,0.000000,0.000000,0.850000,0.040000,0.000000,0.008000,0.000000,0.000600,0.008000,0.000000,0.000600,0.006000,0.000000,0.000000,1,1,1,7,232,1066,1066,1066,0,0,60.00,354,5786,1131,0,0,298,59597,500.75,0.00,2,895,0.0000,0.5000,0.5000,0.0000,0.5000
2026-04-28T17:43:56.937,0.133,1,-0.19,0.70,0.00,0.00,1,0.1239,0.3619,0.2865,0.0000,0.0000,0.0000,-1.51,-1.87,1,3.900,3.900,0.900,37,60,0,0.000,0.7600,0.0000,66.37,57.33,8,8,1.00000,1.00000,1.00000,1.00000,0.00000,3,3,0,1,34.99280,0.00309,1.06215,-0.1239,-0.3619,0.0635,0.0000,0.0000,0.0000,-88.49,-0.80,-166.32,1,1,0.0000,0.0000,0.3500,-90.00,0.7600,0.4200,1.0000,8.00,180.00,10.000000,0.250000,0.000000,1.200000,0.000000,0.000000,1.200000,0.000000,0.000000,0.900000,0.000000,0.000000,0.850000,0.040000,0.000000,0.008000,0.000000,0.000600,0.008000,0.000000,0.000600,0.006000,0.000000,0.000000,1,1,1,8,232,1066,1066,1066,0,0,60.00,354,5786,1131,0,0,298,59597,500.75,0.00,2,895,0.0000,0.5000,0.5000,0.0000,0.5000
2026-04-28T17:43:56.953,0.148,1,-0.19,0.70,0.00,0.00,1,0.1238,0.3619,0.2864,0.0000,0.0000,0.0000,-1.53,1.26,1,3.900,3.900,0.900,37,60,0,0.000,0.7600,0.0000,57.28,63.96,9,9,1.00000,1.00000,1.00000,1.00000,0.00000,3,3,0,1,35.02064,0.00305,1.06387,-0.1238,-0.3619,0.0636,0.0000,0.0000,0.0000,-88.47,-0.78,-166.47,1,1,0.0000,0.0000,0.3500,-90.00,0.7600,0.4200,1.0000,8.00,180.00,10.000000,0.250000,0.000000,1.200000,0.000000,0.000000,1.200000,0.000000,0.000000,0.900000,0.000000,0.000000,0.850000,0.040000,0.000000,0.008000,0.000000,0.000600,0.008000,0.000000,0.000600,0.006000,0.000000,0.000000,1,1,1,9,233,1066,1066,1066,0,0,60.00,354,5786,1131,0,0,298,59597,500.75,0.00,2,895,0.0000,0.5000,0.5000,0.0000,0.5000
2026-04-28T17:43:56.970,0.165,1,-0.19,0.70,0.00,0.00,1,0.1239,0.3620,0.2863,0.0000,0.0000,0.0000,-1.52,-0.65,1,3.900,3.900,0.900,37,60,0,0.000,0.7600,0.0000,64.84,59.51,10,10,1.00000,1.00000,1.00000,1.00000,0.00000,3,3,0,1,34.95375,0.00306,1.06198,-0.1239,-0.3620,0.0637,0.0000,0.0000,0.0000,-88.48,-0.80,-166.50,1,1,0.0000,0.0000,0.3500,-90.00,0.7600,0.4200,1.0000,8.00,180.00,10.000000,0.250000,0.000000,1.200000,0.000000,0.000000,1.200000,0.000000,0.000000,0.900000,0.000000,0.000000,0.850000,0.040000,0.000000,0.008000,0.000000,0.000600,0.008000,0.000000,0.000600,0.006000,0.000000,0.000000,1,1,1,10,231,1066,1066,1066,0,0,60.00,354,5786,1131,0,0,298,59597,500.75,0.00,2,895,0.0000,0.5000,0.5000,0.0000,0.5000
