iso_time,elapsed_s,imu_ready,imu_pitch_deg,imu_roll_deg,imu_pitch_rate_deg_s,imu_roll_rate_deg_s,mocap_valid,mocap_x_error_m,mocap_y_error_m,mocap_z_error_m,mocap_vx_m_s,mocap_vy_m_s,mocap_vz_m_s,mocap_yaw_error_deg,mocap_yaw_rate_deg_s,backend_loop_hz,tracking_loop_hz,frames_processed,valid_pose_frames,pose_success_rate,full_marker_detection_rate,cam1_full_detection_rate,cam2_full_detection_rate,cam1_leds,cam2_leds,spatial_data_valid,mapping_error_px,model_fit_error_m,scale_factor,position_x_m,position_y_m,position_z_m,velocity_x_m_s,velocity_y_m_s,velocity_z_m_s,yaw_deg,pitch_deg,roll_deg,serial_connected,serial_send_enabled,serial_send_ok,serial_payload_seq,serial_payload_size_bytes,bridge_serial_frames_rx,bridge_espnow_tx_attempts,bridge_espnow_tx_ok,bridge_espnow_tx_fail,bridge_oversize_drops,bridge_tx_rate_hz,bridge_last_tx_seq,bridge_last_tx_latency_us,controller_rx_packets,controller_rx_missing_packets,controller_rx_duplicate_packets,controller_rx_out_of_order_packets,controller_last_rx_seq,controller_loop_hz,controller_control_hz,controller_command_age_ms,controller_apply_latency_us,controller_motor_imbalance,motor_1_output,motor_2_output,motor_3_output,motor_4_output
2026-04-20T18:05:27.570,0.018,1,0.47,-0.48,-0.04,-0.02,1,-0.0176,0.0706,0.3056,0.0000,0.0000,0.0000,95.76,2.21,62.41,58.94,1,1,1.00000,1.00000,1.00000,1.00000,3,3,1,24.38911,0.00256,1.06657,0.0176,-0.0706,0.0444,0.0000,0.0000,0.0000,-95.76,-4.50,12.79,1,1,1,1,217,0,0,0,0,0,20.00,0,3108,0,0,0,0,0,250.06,0.00,14,1722,0.0000,0.0000,0.0000,0.0000,0.0000
2026-04-20T18:05:27.585,0.033,1,0.47,-0.48,-0.04,-0.02,1,-0.0177,0.0703,0.3056,0.0000,0.0000,0.0000,95.65,7.46,57.14,61.78,2,2,1.00000,1.00000,1.00000,1.00000,3,3,1,24.34114,0.00256,1.06734,0.0177,-0.0703,0.0444,0.0000,0.0000,0.0000,-95.65,-4.11,12.85,1,1,1,2,217,0,0,0,0,0,20.00,0,3108,0,0,0,0,0,250.06,0.00,14,1722,0.0000,0.0000,0.0000,0.0000,0.0000
2026-04-20T18:05:27.602,0.049,1,0.47,-0.48,-0.04,-0.02,1,-0.0176,0.0706,0.3057,0.0000,0.0000,0.0000,95.74,-5.26,67.79,57.72,3,3,1.00000,1.00000,1.00000,1.00000,3,3,1,24.37070,0.00257,1.06863,0.0176,-0.0706,0.0443,0.0000,0.0000,0.0000,-95.74,-4.55,12.85,1,1,1,3,218,0,0,0,0,0,20.00,0,3108,0,0,0,0,0,250.06,0.00,14,1722,0.0000,0.0000,0.0000,0.0000,0.0000
2026-04-20T18:05:27.619,0.067,1,0.47,-0.48,-0.04,-0.02,1,-0.0175,0.0706,0.3057,0.0000,0.0000,0.0000,95.76,-1.13,58.49,61.29,4,4,1.00000,1.00000,1.00000,1.00000,3,3,1,24.34055,0.00248,1.07062,0.0175,-0.0706,0.0443,0.0000,0.0000,0.0000,-95.76,-4.60,12.74,1,1,1,4,217,0,0,0,0,0,20.00,0,3108,0,0,0,0,0,250.06,0.00,14,1722,0.0000,0.0000,0.0000,0.0000,0.0000
2026-04-20T18:05:27.635,0.083,1,0.47,-0.48,-0.04,-0.02,1,-0.0176,0.0705,0.3058,0.0000,0.0000,0.0000,95.76,0.00,56.33,59.98,5,5,1.00000,1.00000,1.00000,1.00000,3,3,1,24.37912,0.00253,1.06892,0.0176,-0.0705,0.0442,0.0000,0.0000,0.0000,-95.76,-4.60,12.74,1,1,1,5,216,0,0,0,0,0,20.00,0,3108,0,0,0,0,0,250.06,0.00,14,1722,0.0000,0.0000,0.0000,0.0000,0.0000
2026-04-20T18:05:27.653,0.101,1,0.47,-0.48,-0.04,-0.02,1,-0.0175,0.0707,0.3057,0.0000,0.0000,0.0000,95.85,-5.29,62.62,57.95,6,6,1.00000,1.00000,1.00000,1.00000,3,3,1,24.31465,0.00254,1.06969,0.0175,-0.0707,0.0443,0.0000,0.0000,0.0000,-95.85,-4.83,12.68,1,1,1,6,218,0,0,0,0,0,20.00,0,3108,0,0,0,0,0,250.06,0.00,14,1722,0.0000,0.0000,0.0000,0.0000,0.0000
2026-04-20T18:05:27.668,0.116,1,0.47,-0.48,-0.04,-0.02,1,-0.0176,0.0706,0.3059,0.0000,0.0000,0.0000,95.86,-0.65,55.18,62.25,7,7,1.00000,1.00000,1.00000,1.00000,3,3,1,24.39682,0.00248,1.07073,0.0176,-0.0706,0.0441,0.0000,0.0000,0.0000,-95.86,-4.79,12.70,1,1,1,7,217,0,0,0,0,0,20.00,0,3108,0,0,0,0,0,250.06,0.00,14,1722,0.0000,0.0000,0.0000,0.0000,0.0000
2026-04-20T18:05:27.685,0.133,1,0.47,-0.48,-0.04,-0.02,1,-0.0177,0.0706,0.3059,0.0000,0.0000,0.0000,95.88,-1.21,67.74,61.07,8,8,1.00000,1.00000,1.00000,1.00000,3,3,1,24.38006,0.00256,1.07105,0.0177,-0.0706,0.0441,0.0000,0.0000,0.0000,-95.88,-4.87,12.89,1,1,1,8,218,0,0,0,0,0,20.00,0,3108,0,0,0,0,0,250.06,0.00,14,1722,0.0000,0.0000,0.0000,0.0000,0.0000
2026-04-20T18:05:27.702,0.150,1,0.47,-0.48,-0.04,-0.02,1,-0.0176,0.0709,0.3057,0.0000,0.0000,0.0000,95.97,-5.20,55.83,57.02,9,9,1.00000,1.00000,1.00000,1.00000,3,3,1,24.38245,0.00243,1.06999,0.0176,-0.0709,0.0443,0.0000,0.0000,0.0000,-95.97,-5.06,12.86,1,1,1,9,218,0,0,0,0,0,20.00,0,3108,0,0,0,0,0,250.06,0.00,14,1722,0.0000,0.0000,0.0000,0.0000,0.0000
2026-04-20T18:05:27.718,0.166,1,0.47,-0.48,-0.04,-0.02,1,-0.0176,0.0705,0.3055,0.0000,0.0000,0.0000,95.87,6.26,63.00,62.68,10,10,1.00000,1.00000,1.00000,1.00000,3,3,1,24.37806,0.00250,1.06830,0.0176,-0.0705,0.0445,0.0000,0.0000,0.0000,-95.87,-4.59,12.83,1,1,1,10,217,0,0,0,0,0,20.00,0,3108,0,0,0,0,0,250.06,0.00,14,1722,0.0000,0.0000,0.0000,0.0000,0.0000
2026-04-20T18:05:27.734,0.181,1,0.47,-0.48,-0.04,-0.02,1,-0.0175,0.0705,0.3057,0.0000,0.0000,0.0000,95.81,3.60,62.62,61.86,11,11,1.00000,1.00000,1.00000,1.00000,3,3,1,24.35608,0.00262,1.06920,0.0175,-0.0705,0.0443,0.0000,0.0000,0.0000,-95.81,-4.61,12.71,1,1,1,11,217,0,0,0,0,0,20.00,0,3108,0,0,0,0,0,250.06,0.00,14,1722,0.0000,0.0000,0.0000,0.0000,0.0000
2026-04-20T18:05:27.752,0.200,1,0.47,-0.48,-0.04,-0.02,1,-0.0176,0.0707,0.3057,0.0000,0.0000,0.0000,95.87,-3.42,61.86,59.31,12,12,1.00000,1.00000,1.00000,1.00000,3,3,1,24.34470,0.00258,1.07105,0.0176,-0.0707,0.0443,0.0000,0.0000,0.0000,-95.87,-4.86,12.83,1,1,1,12,218,0,0,0,0,0,20.00,0,3108,0,0,0,0,0,250.06,0.00,14,1722,0.0000,0.0000,0.0000,0.0000,0.0000
2026-04-20T18:05:27.769,0.217,1,0.47,-0.48,-0.04,-0.02,1,-0.0177,0.0706,0.3057,0.0000,0.0000,0.0000,95.91,-2.48,55.43,57.75,13,13,1.00000,1.00000,1.00000,1.00000,3,3,1,24.42074,0.00255,1.07004,0.0177,-0.0706,0.0443,0.0000,0.0000,0.0000,-95.91,-4.76,13.00,1,1,1,13,215,0,0,0,0,0,20.00,0,3108,0,0,0,0,0,250.06,0.00,14,1722,0.0000,0.0000,0.0000,0.0000,0.0000
2026-04-20T18:05:27.785,0.233,1,0.47,-0.48,-0.11,-0.08,1,-0.0177,0.0707,0.3057,0.0000,0.0000,0.0000,95.96,-2.91,60.09,63.61,14,14,1.00000,1.00000,1.00000,1.00000,3,3,1,24.35892,0.00252,1.07139,0.0177,-0.0707,0.0443,0.0000,0.0000,0.0000,-95.96,-4.71,13.06,1,1,1,14,218,0,0,0,0,0,20.00,0,3108,0,0,0,0,0,250.06,0.00,14,1722,0.0000,0.0000,0.0000,0.0000,0.0000
2026-04-20T18:05:27.802,0.250,1,0.47,-0.48,-0.11,-0.08,1,-0.0177,0.0707,0.3058,0.0000,0.0000,0.0000,95.91,3.06,58.10,54.46,15,15,1.00000,1.00000,1.00000,1.00000,3,3,1,24.33582,0.00265,1.06951,0.0177,-0.0707,0.0442,0.0000,0.0000,0.0000,-95.91,-4.78,12.98,1,1,1,15,218,0,0,0,0,0,20.00,0,3108,0,0,0,0,0,250.06,0.00,14,1722,0.0000,0.0000,0.0000,0.0000,0.0000
2026-04-20T18:05:27.818,0.266,1,0.47,-0.48,-0.11,-0.08,1,-0.0176,0.0708,0.3057,0.0000,0.0000,0.0000,95.91,0.00,62.29,65.56,16,16,1.00000,1.00000,1.00000,1.00000,3,3,1,24.33374,0.00244,1.06954,0.0176,-0.0708,0.0443,0.0000,0.0000,0.0000,-95.91,-4.82,12.86,1,1,1,16,218,0,0,0,0,0,20.00,0,3108,0,0,0,0,0,250.06,0.00,14,1722,0.0000,0.0000,0.0000,0.0000,0.0000
2026-04-20T18:05:27.834,0.281,1,0.47,-0.49,-0.05,-0.01,1,-0.0176,0.0706,0.3057,0.0000,0.0000,0.0000,95.88,1.95,61.74,60.60,17,17,1.00000,1.00000,1.00000,1.00000,3,3,1,24.39035,0.00252,1.06964,0.0176,-0.0706,0.0443,0.0000,0.0000,0.0000,-95.88,-4.81,12.91,1,1,1,17,218,0,0,0,0,0,20.00,0,3108,0,0,0,0,0,250.06,0.00,14,1722,0.0000,0.0000,0.0000,0.0000,0.0000
2026-04-20T18:05:27.851,0.299,1,0.47,-0.49,-0.05,-0.01,1,-0.0176,0.0705,0.3058,0.0000,0.0000,0.0000,95.83,2.66,64.97,55.63,18,18,1.00000,1.00000,1.00000,1.00000,3,3,1,24.36781,0.00256,1.06798,0.0176,-0.0705,0.0442,0.0000,0.0000,0.0000,-95.83,-4.58,12.77,1,1,1,18,217,0,0,0,0,0,20.00,0,3108,0,0,0,0,0,250.06,0.00,14,1722,0.0000,0.0000,0.0000,0.0000,0.0000
2026-04-20T18:05:27.869,0.317,1,0.47,-0.49,-0.05,-0.01,1,-0.0175,0.0703,0.3058,0.0000,0.0000,0.0000,95.67,9.46,56.21,62.89,19,19,1.00000,1.00000,1.00000,1.00000,3,3,1,24.33511,0.00254,1.06849,0.0175,-0.0703,0.0442,0.0000,0.0000,0.0000,-95.67,-4.17,12.63,1,1,1,19,217,0,0,0,0,0,20.00,0,3108,0,0,0,0,0,250.06,0.00,14,1722,0.0000,0.0000,0.0000,0.0000,0.0000
2026-04-20T18:05:27.885,0.333,1,0.47,-0.49,-0.05,-0.01,1,-0.0176,0.0706,0.3057,0.0000,0.0000,0.0000,95.73,-3.98,55.83,60.90,20,20,1.00000,1.00000,1.00000,1.00000,3,3,1,24.36526,0.00259,1.07174,0.0176,-0.0706,0.0443,0.0000,0.0000,0.0000,-95.73,-4.45,12.72,1,1,1,20,218,0,0,0,0,0,20.00,0,3108,0,0,0,0,0,250.06,0.00,14,1722,0.0000,0.0000,0.0000,0.0000,0.0000
2026-04-20T18:05:27.901,0.349,1,0.47,-0.49,-0.05,-0.01,1,-0.0177,0.0707,0.3058,0.0000,0.0000,0.0000,95.84,-6.18,62.90,57.14,21,21,1.00000,1.00000,1.00000,1.00000,3,3,1,24.35060,0.00265,1.07145,0.0177,-0.0707,0.0442,0.0000,0.0000,0.0000,-95.84,-4.75,12.95,1,1,1,21,218,0,0,0,0,0,20.00,0,3108,0,0,0,0,0,250.06,0.00,14,1722,0.0000,0.0000,0.0000,0.0000,0.0000
2026-04-20T18:05:27.918,0.366,1,0.47,-0.49,-0.05,-0.01,1,-0.0177,0.0706,0.3058,0.0000,0.0000,0.0000,95.85,-0.64,62.63,61.43,22,22,1.00000,1.00000,1.00000,1.00000,3,3,1,24.31677,0.00257,1.07025,0.0177,-0.0706,0.0442,0.0000,0.0000,0.0000,-95.85,-4.82,12.96,1,1,1,22,218,0,0,0,0,0,20.00,0,3108,0,0,0,0,0,250.06,0.00,14,1722,0.0000,0.0000,0.0000,0.0000,0.0000
2026-04-20T18:05:27.933,0.381,1,0.47,-0.49,-0.05,-0.01,1,-0.0177,0.0706,0.3057,0.0000,0.0000,0.0000,95.88,-1.87,59.98,62.84,23,23,1.00000,1.00000,1.00000,1.00000,3,3,1,24.34609,0.00259,1.07022,0.0177,-0.0706,0.0443,0.0000,0.0000,0.0000,-95.88,-4.77,12.96,1,1,1,23,218,0,0,0,0,0,20.00,0,3108,0,0,0,0,0,250.06,0.00,14,1722,0.0000,0.0000,0.0000,0.0000,0.0000
2026-04-20T18:05:27.950,0.398,1,0.48,-0.50,-0.07,0.02,1,-0.0177,0.0706,0.3058,0.0000,0.0000,0.0000,95.88,0.00,64.47,57.62,24,24,1.00000,1.00000,1.00000,1.00000,3,3,1,24.38957,0.00257,1.07084,0.0177,-0.0706,0.0442,0.0000,0.0000,0.0000,-95.88,-4.82,13.01,1,1,1,24,215,0,0,0,0,0,20.00,0,3108,0,0,0,0,0,250.06,0.00,14,1722,0.0000,0.0000,0.0000,0.0000,0.0000
2026-04-20T18:05:27.971,0.419,1,0.48,-0.50,-0.07,0.02,1,-0.0176,0.0706,0.3057,0.0000,0.0000,0.0000,95.85,1.55,58.11,62.30,25,25,1.00000,1.00000,1.00000,1.00000,3,3,1,24.34130,0.00252,1.07010,0.0176,-0.0706,0.0443,0.0000,0.0000,0.0000,-95.85,-4.63,12.92,1,1,1,25,218,0,0,0,0,0,20.00,0,3108,0,0,0,0,0,250.06,0.00,14,1722,0.0000,0.0000,0.0000,0.0000,0.0000
